,ID,SharePointID,ProjectColor,ProjectName,ProjectType,CreateDate,CreatedBy,PlanStartDate,PlanFinishDate,StatusDate,ProjectDescription,DollarAmount,Status,WorkPerformedFor,RefrenceNumber,ProjectStage,CancelationReason,BuyerName,Hours,SensitivityIndicator,Division_x,SourcingCategory,ActualFinishDate,Unit,SLA,Planned,SolicitationStatus,LastUpdatedBy,LastUpdateDate,LastUpdatedField,CategoryID_x,FedReview,ITComponent,SolicitationNum,Grouping,CommodityCategory,SizeOfSpend,MultiAgency,BusinessProcessImpact,TechChange,PublicSafety,MarketRisk,Sensitivity,Leveragability,BuyerInitials,Score,LevelCalc,Division_y,CategoryID_y
2627,8170,8170,Green,071B9200040 - Parsons - Statewide Advanced Traffic Management System,CN,2018-11-27,baldwins,2018-11-27,2019-02-11,2018-12-13,additional work,0.0,12/13/2018 - Completed,591,GR 171-190000000467,Complete,0.0,CM1,12.0,False,IT,"Systems, Transportation",2018-12-13,0.0,50,No,N/A,martinC,2018-12-13 16:05:12,", Actual Finish Date, Project Stage",267.0,False,False,,IT Systems and Software,"Systems, Transportation",3,1,4,5,3,1,5,0,JT2,27,3,IT,267
2628,8233,8233,Green,Field Manager Support,RFP,2018-12-28,calahanh,2019-09-12,2020-02-06,,contract expires 5/31/2020.  This contract recievied a useful life extension in 2019 for three years - nothing to be done - only DOIT1s to be issued for maintenance.,0.0,,591,,Canceled,3.0,CM1,0.0,False,IT,"Systems, Transportation",,0.0,138,Yes,New Bid,calahanh,2019-11-21 09:21:03,", Project Stage",267.0,False,False,,IT Systems and Software,"Systems, Transportation",3,1,4,5,3,1,5,0,JT2,27,3,IT,267
2629,8234,8234,Green,"CN-071B3200020 - Emphaysys Computer Solutions, Inc.",CN,2018-12-28,calahanh,2019-09-18,2019-11-29,2019-03-20,determine if option years will be exercised.  Expiration date is 12/31/2018.,0.0,This was part of the Elite Software Package - replaced with new HCV contract - 18*01122,635,,Canceled,3.0,CM1,0.0,False,IT,"Systems, Transportation",,0.0,50,Yes,N/A,martinC,2019-03-20 12:16:59,", Project Stage, Agency",267.0,False,False,,IT Systems and Software,"Systems, Transportation",3,1,4,5,3,1,5,0,JT2,27,3,IT,267
2630,8235,8235,Green,Materials Testing System,RFP,2018-12-28,calahanh,2019-09-11,2020-03-04,,Contract expires 7/31/2020,0.0,Cancelled - this is a duplicate of 9234 - Thermo Electron Corp - 071B4300141 - A useful life extension is already in process.,591,,Canceled,3.0,CM1,0.0,False,IT,"Systems, Transportation",2019-09-12,0.0,138,Yes,New Bid,martinC,2019-09-13 09:21:42,", Project Stage",267.0,False,False,,IT Systems and Software,"Systems, Transportation",3,1,4,5,3,1,5,0,JT2,27,3,IT,267
2631,8305,8305,Green,"180000000146 - Bentley - Software License, Maintenance, and Technical Support",CN,2019-01-24,baldwins,2019-01-24,2019-04-04,2019-02-26,SOW to solicit Bentley in providing an update to the MDOT/MiTRIP application to meet MDOT's business and public needs,5000.0,"2/26/2019, Completed",591,GR 171-190000000756,Complete,0.0,CM1,12.0,False,IT,"Systems, Transportation",2019-02-26,0.0,50,No,N/A,martinC,2019-02-26 09:41:45,", Actual Finish Date, Project Stage",267.0,False,False,,IT Systems and Software,"Systems, Transportation",3,1,4,5,3,1,5,0,JT2,27,3,IT,267
2632,8326,8326,Green,Digital Signature Solution,RFP,2019-01-29,calahanh,2020-06-13,2020-12-04,,contract expires 4/4/2021,0.0,,591,,Canceled,3.0,CM1,0.0,False,IT,"Systems, Transportation",,0.0,138,Yes,New Bid,martinC,2019-10-10 09:58:09,", Project Stage",267.0,False,False,,IT Systems and Software,"Systems, Transportation",3,1,4,5,3,1,5,0,JT2,27,3,IT,267
2633,8327,8327,Green,071B0200182 - AASHTO Transportation System,CN,2019-01-29,calahanh,2021-03-05,2021-05-13,2021-06-23,071B0200182 contract expires 6/30/2021,6000000.0,"6/23/2021, Complete.",591,GR 210000000683,Complete,0.0,CM1,0.0,False,IT,"Systems, Transportation",2021-06-23,0.0,50,Yes,N/A,martinC,2021-06-23 09:44:56,", Status, Status Date, Actual Finish Date, Project Stage",267.0,False,False,,IT Systems and Software,"Systems, Transportation",3,1,4,5,3,1,5,0,JT2,27,3,IT,267
2634,8333,8333,Green,CN-071B5500119 - Xriver Technologies,CN,2019-01-29,calahanh,2020-02-20,2020-04-29,,"contract expires 6/30/2020.  Determine if option years will be exercised.

Canceled, option years taken through 6/30/2023",0.0,,591,,Canceled,5.0,CM1,0.0,False,IT,"Systems, Transportation",,0.0,50,Yes,N/A,BronzJ,2020-05-15 08:10:34,", Description, Project Stage",,False,False,,IT Systems and Software,"Systems, Transportation",3,1,4,5,3,1,5,0,JT2,27,3,IT,267
2635,8334,8334,Green,071B2200135 - Regional Economic Models,CN,2019-01-29,calahanh,2020-02-05,2020-07-31,2020-05-19,contract expires 9/30/2020.  Take 2 option years. Must go to Ad Board.,110000.0,"5/19/2020, Completed",591,GR# 200000001203,Complete,0.0,CM1,0.0,False,IT,"Systems, Transportation",2020-05-19,0.0,50,Yes,N/A,martinC,2020-05-19 17:00:40,", Start Date, Actual Finish Date, Project Stage",,False,False,,IT Systems and Software,"Systems, Transportation",3,1,4,5,3,1,5,0,JT2,27,3,IT,267
2636,8337,8337,Green,071B1300288 Field Manager Software,RFP,2019-01-29,calahanh,2020-09-03,2021-03-04,2020-09-02,"071B1300288 contract expires 8/31/2021, take option",0.0,Assigned to Analyst,591,,Canceled,5.0,CM1,0.0,False,IT,"Systems, Transportation",,0.0,138,Yes,Re-Bid,BronzJ,2020-09-02 14:04:47,", Project Name, Description, Project Name, Project Stage",267.0,False,False,,IT Systems and Software,"Systems, Transportation",3,1,4,5,3,1,5,0,JT2,27,3,IT,267
2637,8338,8338,Green,Transportation Replacement System,RFP,2019-01-29,calahanh,2020-12-04,2021-05-28,,contract expires 9/30/2021 for Bentley Systems - currently support and maintenance.,0.0,"Project cancelled, ITN is in process. 10/23/20",591,,Canceled,5.0,CM1,0.0,False,IT,"Systems, Transportation",,0.0,138,Yes,New Bid,BronzJ,2020-10-23 12:54:42,", Status, Project Stage",,False,False,,IT Systems and Software,"Systems, Transportation",3,1,4,5,3,1,5,0,JT2,27,3,IT,267
2638,8801,8801,Green,GCR Airport System Manager,ITN,2019-05-09,baldwins,2019-04-17,2019-11-22,2019-11-05,ITN for the migration of Oracle database to SQL and hosting of the licensed software by Vendor.,521307.44,"11/5/2019, Complete",591,RQNIT1 - 171-190000001308,Complete,0.0,CM1,120.0,False,IT,"Systems, Transportation",2019-11-05,0.0,138,No,New Bid,martinC,2019-11-07 09:44:00,", Status Date, Status, Actual Finish Date, Project Stage",267.0,False,False,,IT Systems and Software,"Systems, Transportation",3,1,4,5,3,1,5,0,JT2,27,3,IT,267
2639,9121,9121,Green,071B9200040 - DELCAN CORPORATION - Statewide Advanced Traffic Management System,CN,2019-06-13,baldwins,2019-06-13,2019-08-22,2019-07-31,Upgrade Development Server for ATMS,16505.0,"7/31/2019, Completed",591,GR-19*1945,Complete,0.0,CM1,12.0,False,IT,"Systems, Transportation",2019-07-31,0.0,50,No,N/A,martinC,2019-08-01 09:41:28,", Actual Finish Date, Project Stage",267.0,False,False,,IT Systems and Software,"Systems, Transportation",3,1,4,5,3,1,5,0,JT2,27,3,IT,267
2640,9234,9234,Green,"071B4300141 - THERMO ELECTRON CORPORATION - Materials Testing System (MTS), SampleManager Soft",CN,2019-08-06,baldwins,2019-08-06,2019-10-15,2019-12-10,Useful life extension,104967.4,"12/10/2019,  Completed",591,,Complete,0.0,CM1,12.0,False,IT,"Systems, Transportation",2019-12-10,0.0,50,No,N/A,martinC,2019-12-10 11:47:15,", Dollar Amount, Actual Finish Date, Status Date, Status, Project Stage",267.0,False,False,,IT Systems and Software,"Systems, Transportation",3,1,4,5,3,1,5,0,JT2,27,3,IT,267
2641,9320,9320,Green,071B2200135 - REMI - REMI Transight Software,CN,2019-08-27,baldwins,2019-08-27,2019-11-05,2019-08-29,option year,0.0,"8/29/2019 Option year was exercised in 2018, confirmed Annual Maintenance and Support Amount is unchanged - Advised to issue the DOIT1 per the Contract amount.  Canceled Project.",591,GR 171-190000002545,Canceled,3.0,CM1,12.0,False,IT,"Systems, Transportation",2019-08-29,0.0,50,No,N/A,martinC,2019-08-29 09:26:52,", Project Stage",0.0,False,False,,IT Systems and Software,"Systems, Transportation",3,1,4,5,3,1,5,0,JT2,27,3,IT,267
2642,9357,9357,Green,071B2200310 - Conduent - Contract PCI Compliance,CN,2019-09-10,baldwins,2019-09-10,2019-11-19,2019-09-27,"Contract modification Toll Bridge System Conduent, replace/upgrade Software Servers.",59615.0,"9/27/2019, completed",591,GR 171-190000002713,Complete,0.0,CM1,12.0,False,IT,"Systems, Transportation",2019-09-27,0.0,50,No,N/A,martinC,2019-09-27 16:52:07,", Project Stage",0.0,False,False,,IT Systems and Software,"Systems, Transportation",3,1,4,5,3,1,5,0,JT2,27,3,IT,267
2643,9495,9495,Green,071B0200182 - AASHTO Transportation System,RFP,2019-10-24,gibrilm,2020-09-23,2021-06-30,2019-10-24,071B0200182,0.0,Planned project created,591,,Canceled,3.0,CM1,140.0,False,IT,"Systems, Transportation",,0.0,138,Yes,Re-Bid,calahanh,2019-11-21 09:47:42,", Project Stage, Dollar Amount",267.0,False,False,,IT Systems and Software,"Systems, Transportation",3,1,4,5,3,1,5,0,JT2,27,3,IT,267
2644,9521,9521,Green," Materials Testing System (MTS), SampleManager Soft",RFP,2019-10-24,gibrilm,2019-10-25,2020-04-22,2019-10-24,071B4300141,0.0,"Planned project created,  11/19 - looks like another project is active where a ULE will be exercised.  Does this need to be canceled?",591,,Canceled,3.0,CM1,140.0,False,IT,"Systems, Transportation",,0.0,138,Yes,Re-Bid,calahanh,2019-11-19 13:16:07,", Project Stage",267.0,False,False,,IT Systems and Software,"Systems, Transportation",3,1,4,5,3,1,5,0,JT2,27,3,IT,267
2645,9528,9528,Green,ULE - 071B6600068 - Midwestern Software Solutions - Traffic Data Management System,CN,2019-10-24,gibrilm,2020-10-01,2020-12-15,2021-03-16,071B6600068 - contract expires 4/4/2021,395000.0,"3/16/2021, Completed",591,GR# 200000002743,Complete,0.0,CM1,140.0,False,IT,"Systems, Transportation",2021-03-16,0.0,50,Yes,N/A,martinC,2021-03-16 16:31:43,", Actual Finish Date, Project Stage",267.0,False,False,,IT Systems and Software,"Systems, Transportation",3,1,4,5,3,1,5,0,JT2,27,3,IT,267
2646,9538,9538,Green,Engineering Software ITN,ITN,2019-10-24,gibrilm,2020-09-03,2021-03-04,2022-03-24,180000000146. Expires 3/31/2022.,8400000.0,"3/21/2022, We have extended till 4/21/2022 so we can complete the reworking of the terms for the new contract.  Sent back to vendor for response to redlines.",591,RQNIT1# 210000003153,Active,0.0,CM1,140.0,False,IT,"Systems, Transportation",,0.0,138,Yes,Re-Bid,martinC,2022-03-24 09:01:03,", Status",267.0,False,False,ITN# 210000000059,IT Systems and Software,"Systems, Transportation",3,1,4,5,3,1,5,0,JT2,27,3,IT,267
2647,9540,9540,Green,Toll Bridge Software RFP,C-RFP,2019-10-24,gibrilm,2020-07-01,2020-12-23,2021-08-06,071B2200310 - contract exipres 9/29/2022,7903000.0,"8/6/2021, Completed.",591,RQNIT1# 210000000216,Complete,0.0,CM1,140.0,False,IT,"Systems, Transportation",2021-08-06,0.0,165,Yes,Re-Bid,martinC,2021-08-09 08:08:47,", Status, Status Date, Status, Actual Finish Date, Project Stage, Dollar Amount",267.0,False,True,RFP # 210000000493,IT Systems and Software,"Systems, Transportation",3,1,4,5,3,1,5,0,JT2,27,3,IT,267
2648,9554,9554,Green,Contracxx Software Maintenance & Support RFP,RFP,2019-10-24,gibrilm,2021-01-05,2021-06-24,2020-12-22,071B2200046 - currently Ecteon - Expires 10/31/21,0.0,Duplicate of 8331,591,,Canceled,3.0,CM1,12.0,False,IT,"Systems, Transportation",,0.0,138,Yes,N/A,martinC,2021-01-26 11:07:11,", Status, Project Stage",267.0,False,False,,IT Systems and Software,"Systems, Transportation",3,1,4,5,3,1,5,0,JT2,27,3,IT,267
2649,9555,9555,Green,071B2200135 - REMI TRANSIGHT SOFTWARE MAINTENANCE FOR MDOT,CN,2019-10-24,gibrilm,2020-07-22,2020-09-30,2019-10-24,071B2200135 - take 2 option years,0.0,Planned project created,591,GR# 20000000,Canceled,3.0,CM1,12.0,False,IT,"Systems, Transportation",,0.0,50,Yes,N/A,BronzJ,2020-02-18 16:32:40,", Description",267.0,False,False,,IT Systems and Software,"Systems, Transportation",3,1,4,5,3,1,5,0,JT2,27,3,IT,267
2650,9579,9579,Green,071B5500119 - Project Management COTS licenses (and hosted by th,CN,2019-10-24,gibrilm,2020-01-15,2020-05-20,2020-02-19,071B5500119 - Contract expires 6/30/2020,471909.03,"2/25/2020, Complete",591,GR# 200000000993,Complete,0.0,CM1,12.0,False,IT,"Systems, Transportation",2020-02-25,0.0,50,Yes,N/A,martinC,2020-02-25 13:22:02,", Dollar Amount, Status, Actual Finish Date, Start Date, Actual Finish Date, Project Stage",267.0,False,False,,IT Systems and Software,"Systems, Transportation",3,1,4,5,3,1,5,0,JT2,27,3,IT,267
2651,9674,9674,Green,071B9200040 - Delcan Corp - Statewide Advanced Traffic Management System,CN,2019-11-08,BronzJ,2019-11-12,2020-01-29,2019-11-08,MiTRIP Grand Rapids Jurisdictional Transfer,0.0,"11/8/2019, Assigned to Analyst",591,GR# 200000000313,Canceled,3.0,CM1,0.0,False,IT,"Systems, Transportation",,0.0,50,No,N/A,martinC,2019-11-08 16:40:45,", Project Stage",267.0,False,False,,IT Systems and Software,"Systems, Transportation",3,1,4,5,3,1,5,0,JT2,27,3,IT,267
2652,9675,9675,Green,"180000000146 - Bentley Systems Inc. - Software Licenses, Maintenance and Technical Support",CN,2019-11-08,BronzJ,2019-11-12,2020-01-29,2019-12-09,the MITrip software transferring jurisdictional control to Grand Rapids,5000.0,"12/9/2019, Completed.",591,GR# 200000000313,Complete,0.0,CM1,0.0,False,IT,"Systems, Transportation",2019-12-09,0.0,50,No,N/A,martinC,2019-12-09 11:13:57,", Actual Finish Date, Status Date, Status, Project Stage",267.0,False,False,,IT Systems and Software,"Systems, Transportation",3,1,4,5,3,1,5,0,JT2,27,3,IT,267
2653,9683,9683,Green,071B9200040 - Delcan Corp - Statewide Advanced Traffic Management System,CN,2019-11-08,BronzJ,2019-11-12,2020-01-29,2019-11-14,Advanced Traffic Management System - ESS Update - Maxon-Hill,31962.36,"11/14/2019, Complete",591,GR# 200000000314,Complete,0.0,CM1,0.0,False,IT,"Systems, Transportation",2019-11-14,0.0,50,No,N/A,martinC,2019-11-14 11:22:20,", Project Stage",267.0,False,False,,IT Systems and Software,"Systems, Transportation",3,1,4,5,3,1,5,0,JT2,27,3,IT,267
2654,9685,9685,Green,071B9200040 - Delcan Corp - Statewide Advanced Traffic Management System,CN,2019-11-12,baldwins,2019-11-12,2020-01-29,2019-11-19,ATMS TPIMS Software Updates (COT19228),18785.08,"11/19/2019, Completed.",591,GR 171-200000000312,Complete,0.0,CM1,12.0,False,IT,"Systems, Transportation",2019-11-19,0.0,50,No,N/A,martinC,2019-11-19 12:29:59,", Status, Actual Finish Date, Project Stage",267.0,False,True,,IT Systems and Software,"Systems, Transportation",3,1,4,5,3,1,5,0,JT2,27,3,IT,267
2655,9719,9719,Green,REMI Transight Software Maintenance,ITN,2019-11-21,calahanh,2021-10-20,2022-05-10,2022-03-24,071B2200135. Expires 9/30/2022.  No options left.  iTN for Multi-Modal Economic Benefit Analysis (MMEBA) will not replace this Contract.  Will need an ITN for continued use by MDOT.,0.0,"3/24/2022, Agency working on Readiness and putting together RQNIT1 and justification.",591,,Active,0.0,CM1,0.0,False,IT,"Systems, Transportation",,0.0,138,Yes,New Bid,martinC,2022-03-24 10:50:32,", Status Date, Status",267.0,False,False,,IT Systems and Software,"Systems, Transportation",3,1,4,5,3,1,5,0,JT2,27,3,IT,267
2656,9723,9723,Green,REMI Transight Software Maintenance,RFP,2019-11-21,calahanh,2021-12-08,2022-05-30,,071B2200135 contract expires 9/30/2023,0.0,project created,591,,Canceled,3.0,CM1,0.0,False,IT,"Systems, Transportation",,0.0,138,Yes,New Bid,BronzJ,2021-10-07 15:18:37,", Project Stage",267.0,False,True,,IT Systems and Software,"Systems, Transportation",3,1,4,5,3,1,5,0,JT2,27,3,IT,267
2657,9736,9736,Green,Field Manager Support,RFP,2019-11-21,calahanh,2022-05-20,2022-11-29,,071B2200210. contract expires 5/31/2023,0.0,assigned to analyst,591,,Planned,0.0,CM1,0.0,False,IT,"Systems, Transportation",,0.0,138,Yes,New Bid,BronzJ,2021-10-07 15:21:31,", Start Date",267.0,False,True,,IT Systems and Software,"Systems, Transportation",3,1,4,5,3,1,5,0,JT2,27,3,IT,267
2658,10067,10067,Green,Automated Incident Detection (AID) Software,RFP,2020-02-26,BronzJ,2021-04-19,2021-11-01,2022-03-24,"Automated Incident Detection software, amount is unknown at this time. Leveraging 3rd party camera/video solution to identify incidents and report into the ATMS software from Parsons. Max of 2 vendors that can do the work.",133757.5,"3/24/2022, needs CMP completed.",591,RQNIT1 - 171-210000001337,Active,0.0,CM1,0.0,False,IT,"Systems, Transportation",,0.0,138,No,New Bid,martinC,2022-03-24 10:33:07,", Status Date, Status",267.0,False,False,RFP# 210000002198,IT Systems and Software,"Systems, Transportation",3,1,4,5,3,1,5,0,JT2,27,3,IT,267
2659,10205,10205,Green,"180000000146 - Bentley Systems Inc. - Software Licenses, Maintenance and Technical Support",CN,2020-04-15,BronzJ,2020-04-16,2020-06-25,2020-05-19,Bentley Success Plan Subscription program,150000.0,"5/19/2020, Completed",591,GR# 200000001652,Complete,0.0,CM1,0.0,False,IT,"Systems, Transportation",2020-05-19,0.0,50,No,N/A,martinC,2020-05-19 16:31:42,", Actual Finish Date, Status Date, Status, Project Stage",267.0,False,False,,IT Systems and Software,"Systems, Transportation",3,1,4,5,3,1,5,0,JT2,27,3,IT,267
2660,10454,10454,Green,Signal Asset Software Project,CN,2020-07-15,BronzJ,2020-12-01,2021-02-16,2021-02-03,Possible change notice. MDOT has identified two current vendors/contracts that may be able to provide this functionality.,0.0,"2/3/2021,  We currently have two existing contracts bidding the addition of this functionality to existing systems.  Presentations by 2/17/2021 & 2/18/2021",591,21*619 & 21*620,Canceled,3.0,CM1,0.0,False,IT,"Systems, Transportation",,0.0,50,No,N/A,martinC,2021-02-10 16:51:54,", Project Stage",267.0,False,False,,IT Systems and Software,"Systems, Transportation",3,1,4,5,3,1,5,0,JT2,27,3,IT,267
2661,10616,10616,Green,071B9200040 - Delcan Corp - Statewide Advanced Traffic Management System,CN,2020-09-01,BronzJ,2020-09-02,2020-11-13,2020-10-21,Enhancements in the ATMS/iNet software and add funds,20077.0,10/21/2020 Completed.,591,GR# 200000002859,Complete,0.0,CM1,0.0,False,IT,"Systems, Transportation",2020-10-21,0.0,50,No,N/A,martinC,2020-10-21 15:15:38,", Actual Finish Date, Project Stage",267.0,False,False,,IT Systems and Software,"Systems, Transportation",3,1,4,5,3,1,5,0,JT2,27,3,IT,267
2662,10774,10774,Green,"190000001522 - Econolite Systems, Inc. - Central Signal Control System",CN,2020-10-14,BronzJ,2020-10-15,2021-01-04,2020-10-30,"Modification to include antennas and services.  Adding additional scope and pricing, utilizing existing funds.",0.0,"10/30/2020, Completed.",591,GR# 210000000039,Complete,0.0,CM1,0.0,False,IT,"Systems, Transportation",2020-10-30,0.0,50,No,N/A,martinC,2020-10-30 17:29:24,", Project Stage",267.0,False,False,,IT Systems and Software,"Systems, Transportation",3,1,4,5,3,1,5,0,JT2,27,3,IT,267
2663,10890,10890,Green,071B9200040 - Delcan Corp - Statewide Advanced Traffic Management System,CN,2020-11-10,BronzJ,2020-11-11,2021-01-29,2021-02-18,Add funds to contract.,300120.0,"2/18/2021, Completed",591,GR# 210000000291,Complete,0.0,CM1,0.0,False,IT,"Systems, Transportation",2021-02-19,0.0,50,No,N/A,martinC,2021-02-19 17:10:24,", Actual Finish Date, Status Date, Project Stage",267.0,False,False,,IT Systems and Software,"Systems, Transportation",3,1,4,5,3,1,5,0,JT2,27,3,IT,267
2664,10947,10947,Green,071B9200040 - Delcan Corp - Statewide Advanced Traffic Management System,CN,2020-11-23,BronzJ,2020-11-24,2021-02-10,2021-02-05,Variable Speed Limit (VSL) Project for the ATMS software and add funds.,15307.31,"2/8/2021, Complete",591,GR# 210000000365,Complete,0.0,CM1,0.0,False,IT,"Systems, Transportation",2021-02-08,0.0,50,No,N/A,martinC,2021-02-08 09:57:34,", Project Stage",267.0,False,False,,IT Systems and Software,"Systems, Transportation",3,1,4,5,3,1,5,0,JT2,27,3,IT,267
2665,11187,11187,Green,"190000001522 - Econolite Systems, Inc - Central Signal Control System",CN,2020-12-17,BronzJ,2020-12-18,2021-03-05,2021-03-17,SigAMS project.  See PPM project 10454,0.0,"3/17/2021, This vendor was not selected to move forward.",591,GR# 210000000620,Canceled,5.0,CM1,0.0,False,IT,"Systems, Transportation",2021-03-17,0.0,50,No,N/A,martinC,2021-03-18 10:52:44,", Status Date, Status, Actual Finish Date, Project Stage",267.0,False,False,,IT Systems and Software,"Systems, Transportation",3,1,4,5,3,1,5,0,JT2,27,3,IT,267
2666,11255,11255,Green,071B0200182 - American Assoc of State Highway & Trans Officals - AASHTO Transportation System,CN,2021-01-22,BronzJ,2021-01-25,2021-04-05,2021-01-26,Take remaining option years.,0.0,"1/26/2026, Analyst review Contract, working on pricing for final three option years.",591,GR# 210000000683,Canceled,3.0,CM1,0.0,False,IT,"Systems, Transportation",,0.0,50,No,N/A,martinC,2021-01-29 11:10:31,", Project Stage",267.0,False,False,,IT Systems and Software,"Systems, Transportation",3,1,4,5,3,1,5,0,JT2,27,3,IT,267
2667,11383,11383,Green,New Real Time Data Exchange (RIDE) RFP,RFP,2021-03-11,BronzJ,2021-03-15,2021-09-27,2022-03-24,"Post a RFP for a system. MDOT would like to create a centralized, application agnostic platform for the continuous exchange of real-time transportation data.",1964038.0,"3/24/2022, Need to draft CMP.",591,RQNIT1# 210000001009,Active,0.0,CM1,,False,IT,"Systems, Transportation",2022-02-23,,138,No,New Bid,martinC,2022-03-24 10:30:50,", Status Date, Status",267.0,False,False,RFP 210000001983,IT Systems and Software,"Systems, Transportation",3,1,4,5,3,1,5,0,JT2,27,3,IT,267
2668,11388,11388,Green,"180000000146 - Bentley Systems - Software License, Maintenance, and Technical Suppo",CN,2021-03-12,BronzJ,2021-03-15,2021-05-21,2021-04-19,MiTRIP Annual Misc and shipping container permit enhancement,21500.0,"4/19/2021, Completed",591,GR# 210000001079,Complete,0.0,CM1,,False,IT,"Systems, Transportation",2021-04-19,,50,No,N/A,martinC,2021-04-19 10:32:41,", Project Stage",267.0,False,False,,IT Systems and Software,"Systems, Transportation",3,1,4,5,3,1,5,0,JT2,27,3,IT,267
2669,11682,11682,Green,ULE - 071B2200310 - Conduent - Toll Bridge,CN,2021-06-01,BronzJ,2021-06-02,2021-08-11,2021-11-18,Useful life extension and add funds.  Contract expires 9/29/2022,381398.9,"11/18/2021, Completed.",591,GR# 210000001817,Complete,0.0,CM1,,False,IT,"Systems, Transportation",2021-11-16,,50,No,N/A,martinC,2021-11-18 11:32:55,", Project Stage",267.0,False,False,,IT Systems and Software,"Systems, Transportation",3,1,4,5,3,1,5,0,JT2,27,3,IT,267
2670,11706,11706,Green,071B6600068 - Midwestern Software Solutions - Traffic Data Management System,CN,2021-06-08,BronzJ,2021-06-09,2021-08-18,2021-06-18,Add scope for Group 1 enhancements,198244.0,"6/18/2021, Completed.",591,GR# 210000001884,Complete,0.0,CM1,,False,IT,"Systems, Transportation",2021-06-18,,50,No,N/A,martinC,2021-06-18 17:04:59,", Project Stage",267.0,False,False,,IT Systems and Software,"Systems, Transportation",3,1,4,5,3,1,5,0,JT2,27,3,IT,267
2671,11818,11818,Green,071B9200040 - Delcan Corp - Statewide Advanced Traffic Management System,CN,2021-07-16,BronzJ,2021-07-19,2021-09-27,2021-08-20,Enhancements to current system.  Add SOW and funds.,72710.0,"8/20/2021, Completed",591,GR# 210000002331,Complete,0.0,CM1,,False,IT,"Systems, Transportation",2021-08-20,,50,No,N/A,martinC,2021-08-20 10:31:24,", Status, Status Date, Actual Finish Date, Project Stage",267.0,False,False,,IT Systems and Software,"Systems, Transportation",3,1,4,5,3,1,5,0,JT2,27,3,IT,267
2672,11846,11846,Green,Statewide Advanced Traffic Management System RFP,RFP,2021-07-26,BronzJ,2022-01-13,2022-07-29,2022-03-24,MDOT's Transportation Operation Centers (TOCs) utilize this system to monitor traffic and manage traffic incidents along the state-maintained roadway network.  Current contract expires: 9/30/23,5000000.0,"3/24/2022, MDOT is doing a major re-write of the requirements - this is temporarily on-hold until resolved after 4/1. Then resume RFP review meetings.",591,RQNIT1# 210000002938,Active,0.0,CM1,,False,IT,"Systems, Transportation",,,138,No,New Bid,martinC,2022-03-24 11:30:52,", Status Date, Status",267.0,False,False,,IT Systems and Software,"Systems, Transportation",3,1,4,5,3,1,5,0,JT2,27,3,IT,267
2673,11989,11989,Green,"ULE - 180000000146 - Bentley - Software License, Maintenance, and Technical Support",CN,2021-09-10,BronzJ,2021-09-13,2021-11-22,2021-09-30,Usefule life extension for 2 months while new contract is being negotiated with Bentley.  Contract expires 9/30/21  On AD Board for approval on 9/29/2021.,237210.46,"9/30/2021, Completed.",591,GR# 210000002732,Complete,0.0,CM1,,False,IT,"Systems, Transportation",2021-09-30,,50,No,N/A,martinC,2021-09-30 17:32:28,", Status",267.0,False,False,,IT Systems and Software,"Systems, Transportation",3,1,4,5,3,1,5,0,JT2,27,3,IT,267
2674,12164,12164,Green,071B9200040 - Delcan Corp - Statewide Advanced Traffic Management System,CN,2021-10-28,BronzJ,2021-10-29,2022-01-17,2021-11-19,Update ATMS with new vendor pricing,0.0,"11/19/2021, Completed",591,GR# 220000000140,Complete,0.0,CM1,,False,IT,"Systems, Transportation",2021-11-19,,50,No,N/A,martinC,2021-11-19 12:18:49,", Status Date, Actual Finish Date, Status, Project Stage",267.0,False,False,,IT Systems and Software,"Systems, Transportation",3,1,4,5,3,1,5,0,JT2,27,3,IT,267
2675,12383,12383,Green,"190000001522 - Econolite Systems, Inc. - Central Signal Control System",CN,2022-01-12,BronzJ,2022-01-13,2022-03-23,2022-02-01,Add SOW and funding.  The primary goal is to integrate integrate 1543 locations onto the system.,5560319.59,"2/1/2022, Completed.",591,GR# 220000000721,Complete,0.0,CM1,,False,IT,"Systems, Transportation",2022-02-01,,50,No,N/A,martinC,2022-02-01 14:17:18,", Actual Finish Date, Project Stage",267.0,False,False,,IT Systems and Software,"Systems, Transportation",3,1,4,5,3,1,5,0,JT2,27,3,IT,267
2676,12478,12478,Green,"180000000146 - Bentley - Software License, Maintenance, and Technical Support",CN,2022-02-07,BronzJ,2022-02-08,2022-03-31,2022-03-24,Contract expires on 3/31/2022.  Another contract is currently be negotiated through an ITN.  Determine if the current agreement needs to be extended until new contract is complete with Bentley.  Needs to be on AD Board by 3/7/22 for approval on 3/29/22.,0.0,"3/24/2021, Per discussion, extending current contract 3 weeks (21 days) to complete negotiations on new Contract.",591,,Active,0.0,CM1,,False,IT,"Systems, Transportation",,,50,No,N/A,BronzJ,2022-03-24 11:41:54,", Project Name",267.0,False,False,,IT Systems and Software,"Systems, Transportation",3,1,4,5,3,1,5,0,JT2,27,3,IT,267
